ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo
Précigné,2003,876,2304,1513,605,2794,10.2,6.9,15.4,9.6,6.4,11.8,0.5103,72244,72300,Sarthe,"Précigné, Sarthe, France"
Préval,1559,976,2204,1630,665,2201,9.6,7.2,12.3,9,6.7,13.4,0.3828,72245,72400,Sarthe,"Préval, Sarthe, France"
Prévelles,1614,1009,2331,1641,682,2923,11,7.7,16.4,9.2,7.3,12.2,0.4931,72246,72110,Sarthe,"Prévelles, Sarthe, France"
Pruillé-le-Chétif,1663,882,2407,2013,1062,3226,12.8,10.6,16,11.4,8.4,14.5,0.4396,72247,72700,Sarthe,"Pruillé-le-Chétif, Sarthe, France"
Pruillé-l'Éguillé,1537,981,2212,1306,523,2254,11.2,8.3,14.7,10.4,7.2,13.2,0.4138,72248,72150,Sarthe,"Pruillé-l'Éguillé, Sarthe, France"
La Quinte,2493,1445,3422,1746,698,2618,10.5,8.5,14.1,10.8,9.1,12.9,0.4237,72249,72550,Sarthe,"La Quinte, Sarthe, France"
Rahay,2306,1398,3353,1288,515,2576,10.1,8.6,11.6,11.1,9.4,15,0.3621,72250,72120,Sarthe,"Rahay, Sarthe, France"
René,1642,1027,2360,1089,436,2178,9.4,5.8,14.8,8.8,6.3,11.2,0.3801,72251,72260,Sarthe,"René, Sarthe, France"
Requeil,1602,1182,2068,1286,514,1994,9.3,5.8,16.7,9.9,7.1,13.2,0.4388,72252,72510,Sarthe,"Requeil, Sarthe, France"
Roézé-sur-Sarthe,1600,1217,2063,1679,676,2725,11.2,7.8,14.7,11.1,8.7,13.9,0.4686,72253,72210,Sarthe,"Roézé-sur-Sarthe, Sarthe, France"
Rouessé-Fontaine,1636,1035,2330,1020,408,2041,10.6,8,17.6,8.7,7,12.7,0.3843,72254,72610,Sarthe,"Rouessé-Fontaine, Sarthe, France"
Rouessé-Vassé,1701,1226,2493,1050,420,2100,9.4,6.4,10.8,8.6,6.8,12.6,0.5116,72255,72140,Sarthe,"Rouessé-Vassé, Sarthe, France"
Rouez,1709,1222,2225,1175,470,2351,10.7,7,17.9,8.6,7.2,11.6,0.3882,72256,72140,Sarthe,"Rouez, Sarthe, France"
Rouillon,1648,829,2444,2327,1301,3375,12.9,10,19,13.1,10,16.2,0.4675,72257,72700,Sarthe,"Rouillon, Sarthe, France"
Rouperroux-le-Coquet,1594,1002,2281,1347,620,2689,10,5.9,17,9,6.6,11.8,0.3624,72259,72110,Sarthe,"Rouperroux-le-Coquet, Sarthe, France"
Ruaudin,1880,1323,2582,2035,1094,3199,12.4,9.6,18.1,12.7,10,16.4,0.475,72260,72230,Sarthe,"Ruaudin, Sarthe, France"
Ruillé-en-Champagne,1706,1237,2223,1269,508,2539,10.7,8.8,14.4,10.1,8.1,12,0.4039,72261,72240,Sarthe,"Ruillé-en-Champagne, Sarthe, France"
La Chapelle-Gaugain,1871,821,3351,1149,459,2297,9.2,5.7,16,9.2,5.9,11.8,0.4285,72063,72310,Sarthe,"La Chapelle-Gaugain, Sarthe, France"
Sablé-sur-Sarthe,1672,945,2549,1495,690,2303,10.3,6.9,18.1,9.8,7,13.4,0.4605,72264,72300,Sarthe,"Sablé-sur-Sarthe, Sarthe, France"
Saint-Aignan,1633,1020,2353,1163,466,2325,9.1,5.6,14.6,9,6.4,11.5,0.4017,72265,72110,Sarthe,"Saint-Aignan, Sarthe, France"
Saint-Aubin-de-Locquenay,1616,1123,2196,1306,550,2612,10.9,8,15.1,10.2,8.1,12.1,0.3696,72266,72130,Sarthe,"Saint-Aubin-de-Locquenay, Sarthe, France"
Saint-Aubin-des-Coudrais,1565,964,2262,1447,579,2811,10.1,6.9,17,9.1,6.6,11.6,0.4098,72267,72400,Sarthe,"Saint-Aubin-des-Coudrais, Sarthe, France"
Saint-Biez-en-Belin,1584,1156,2049,1692,688,2556,10.2,8.4,12.2,10.5,8,13,0.5266,72268,72220,Sarthe,"Saint-Biez-en-Belin, Sarthe, France"
Saint-Calais,1902,817,3411,1029,412,1988,10.2,7.1,16.3,10.2,6.5,13.6,0.4756,72269,72120,Sarthe,"Saint-Calais, Sarthe, France"
Saint-Calez-en-Saosnois,1600,1028,2251,1270,508,2540,11.2,7.8,15.9,9.3,6.8,11.8,0.4328,72270,72600,Sarthe,"Saint-Calez-en-Saosnois, Sarthe, France"
Saint-Célerin,1647,1050,2376,1514,606,2346,11.2,7.8,15.9,9.1,7,11.6,0.48,72271,72110,Sarthe,"Saint-Célerin, Sarthe, France"
Sainte-Cérotte,1591,1132,2038,1362,545,2667,,,,8.7,6.8,11.3,0.4461,72272,72120,Sarthe,"Sainte-Cérotte, Sarthe, France"
Saint-Christophe-du-Jambet,1660,1021,2408,1362,545,2717,,,,9,7.4,13.3,0.3641,72273,72170,Sarthe,"Saint-Christophe-du-Jambet, Sarthe, France"
Saint-Christophe-en-Champagne,1610,1245,2096,1300,520,2324,9.8,6.7,15.5,9.3,7.7,11.5,0.3616,72274,72540,Sarthe,"Saint-Christophe-en-Champagne, Sarthe, France"
Saint-Corneille,1491,1013,2187,1849,793,2537,10,8.5,11.6,10.2,8.5,13.9,0.4387,72275,72460,Sarthe,"Saint-Corneille, Sarthe, France"
Saint-Cosme-en-Vairais,1561,999,2198,1208,483,2373,9.3,5.7,15.9,9,6.4,12,0.4442,72276,72110,Sarthe,"Saint-Cosme-en-Vairais, Sarthe, France"
Saint-Denis-des-Coudrais,1604,999,2312,1711,758,2921,10.6,7.8,17.2,9,7.6,12.1,0.3652,72277,72110,Sarthe,"Saint-Denis-des-Coudrais, Sarthe, France"
Saint-Denis-d'Orques,1783,1102,2203,1204,481,2407,9.1,6.2,15.7,8.3,5.8,11.4,0.3701,72278,72350,Sarthe,"Saint-Denis-d'Orques, Sarthe, France"
Saint-Georges-de-la-Couée,1971,1257,2990,1453,581,2905,10.1,8.6,11.6,11.2,9.5,15.1,0.4463,72279,72150,Sarthe,"Saint-Georges-de-la-Couée, Sarthe, France"
Saint-Georges-du-Bois,1676,916,2390,1935,932,2988,12,9.1,15.5,11.7,9.6,14.8,0.4429,72280,72700,Sarthe,"Saint-Georges-du-Bois, Sarthe, France"
Saint-Georges-du-Rosay,1566,981,2245,1349,540,2331,8.9,6.7,10.2,9.3,7.9,14.1,0.4091,72281,72110,Sarthe,"Saint-Georges-du-Rosay, Sarthe, France"
Saint-Georges-le-Gaultier,1634,1118,2553,1128,451,1933,10.4,6.1,18.4,8.3,6.4,12.1,0.3933,72282,72130,Sarthe,"Saint-Georges-le-Gaultier, Sarthe, France"
Saint-Germain-d'Arcé,1548,1169,2126,1364,545,2727,9.1,6.3,13.7,9.4,6.1,12.5,0.4199,72283,72800,Sarthe,"Saint-Germain-d'Arcé, Sarthe, France"
Saint-Gervais-de-Vic,1578,1130,2037,1145,458,1998,,,,8.3,6.3,11.1,0.4269,72286,72120,Sarthe,"Saint-Gervais-de-Vic, Sarthe, France"
Sainte-Jamme-sur-Sarthe,1734,1096,2530,1584,732,2230,10.8,7.1,19.4,10.6,8,14.4,0.572,72289,72380,Sarthe,"Sainte-Jamme-sur-Sarthe, Sarthe, France"
Saint-Jean-d'Assé,1720,1052,2533,1628,651,2510,10.6,8.6,16.7,9.9,7.9,11.6,0.4727,72290,72380,Sarthe,"Saint-Jean-d'Assé, Sarthe, France"
Saint-Jean-de-la-Motte,1575,1178,2034,1369,548,2738,10,7,18,9.5,7.2,11.8,0.4262,72291,72510,Sarthe,"Saint-Jean-de-la-Motte, Sarthe, France"
Saint-Jean-des-Échelles,2456,1432,3633,1411,595,2822,11.5,7.3,20.2,10,7.2,14.1,0.3984,72292,72320,Sarthe,"Saint-Jean-des-Échelles, Sarthe, France"
Saint-Jean-du-Bois,1604,1232,2060,1365,546,2729,9.8,6.7,15.5,9.6,6.3,11.9,0.4577,72293,72430,Sarthe,"Saint-Jean-du-Bois, Sarthe, France"
Saint-Léonard-des-Bois,1562,1066,2416,1311,524,2621,9.4,6.8,13.8,9,7.7,15.4,0.4251,72294,72130,Sarthe,"Saint-Léonard-des-Bois, Sarthe, France"
Saint-Longis,1218,691,2351,1268,554,2070,8.9,6.7,10.2,8.9,7.4,13.2,0.4562,72295,72600,Sarthe,"Saint-Longis, Sarthe, France"
Saint-Maixent,1612,1003,2303,1334,535,2668,12,8,15.4,9.3,6.9,12.2,0.3996,72296,72320,Sarthe,"Saint-Maixent, Sarthe, France"
Saint-Marceau,1685,1049,2452,1334,534,2198,10.4,7,16.8,9.1,7.1,12,0.4609,72297,72170,Sarthe,"Saint-Marceau, Sarthe, France"
Saint-Mars-d'Outillé,1534,976,2227,1435,574,2402,10.9,7.8,19.7,9.3,7.1,11.4,0.4541,72299,72220,Sarthe,"Saint-Mars-d'Outillé, Sarthe, France"
Saint-Mars-la-Brière,1503,1052,2190,1637,655,2910,10.3,7.6,17.4,9.3,7.1,11.7,0.4397,72300,72470,Sarthe,"Saint-Mars-la-Brière, Sarthe, France"
Saint-Martin-des-Monts,1572,964,2280,1450,629,2351,12.1,8,15.4,9,6.8,11.2,0.41,72302,72400,Sarthe,"Saint-Martin-des-Monts, Sarthe, France"
Saint-Michel-de-Chavaignes,1527,986,2194,1290,516,2440,9.5,5.9,17.1,9.2,6.7,11.9,0.4387,72303,72440,Sarthe,"Saint-Michel-de-Chavaignes, Sarthe, France"
Saint-Ouen-de-Mimbré,1644,1033,2352,1336,602,2589,10.6,8,17.5,8.6,6.8,12.1,0.3955,72305,72130,Sarthe,"Saint-Ouen-de-Mimbré, Sarthe, France"
Saint-Ouen-en-Belin,1590,1164,2044,1559,788,2362,10.8,7.4,18.4,9.5,7.3,11.7,0.5029,72306,72220,Sarthe,"Saint-Ouen-en-Belin, Sarthe, France"
Saint-Ouen-en-Champagne,1819,1110,2251,1475,590,2831,10.5,6.8,17.6,8.5,6.1,12.5,0.3543,72307,72350,Sarthe,"Saint-Ouen-en-Champagne, Sarthe, France"
Le Chevain,1518,1021,2073,1613,728,2462,10.2,7,16.4,9.3,7.1,12.2,0.4885,72082,72610,Sarthe,"Le Chevain, Sarthe, France"
Saint-Paul-le-Gaultier,1567,1072,2439,1208,483,2416,10,6.6,15.8,8.2,6.3,11,0.3631,72309,72130,Sarthe,"Saint-Paul-le-Gaultier, Sarthe, France"
Saint-Pavace,2245,1258,3148,2157,1322,3226,12.7,10.8,15.8,13.2,10.3,16.8,0.4066,72310,72190,Sarthe,"Saint-Pavace, Sarthe, France"
Saint-Pierre-de-Chevillé,2055,1275,2948,1179,581,2358,9.4,6.5,16.8,9.7,6.7,12.5,0.4415,72311,72500,Sarthe,"Saint-Pierre-de-Chevillé, Sarthe, France"
Saint-Pierre-des-Bois,1611,1246,2097,1208,501,1864,10.9,8.7,14.7,10.7,8.6,12.6,0.4372,72312,72430,Sarthe,"Saint-Pierre-des-Bois, Sarthe, France"
Saint-Pierre-des-Ormes,1272,631,2174,1462,692,2924,,,,9.7,7.4,12.2,0.3412,72313,72600,Sarthe,"Saint-Pierre-des-Ormes, Sarthe, France"
Saint-Pierre-du-Lorouër,1515,1046,2185,1069,428,2139,10.6,7.1,13.2,10.6,7.8,14.3,0.4275,72314,72150,Sarthe,"Saint-Pierre-du-Lorouër, Sarthe, France"
Saint-Rémy-de-Sillé,1693,1200,2210,1072,429,1864,9.5,6.5,16.7,9.6,6.6,13.2,0.4578,72315,72140,Sarthe,"Saint-Rémy-de-Sillé, Sarthe, France"
Saint-Rémy-des-Monts,1570,987,2229,1335,534,2283,8.9,6.7,10.2,9,7.6,13.7,0.3778,72316,72600,Sarthe,"Saint-Rémy-des-Monts, Sarthe, France"
Saint-Rémy-du-Val,1591,1009,2249,1176,470,2351,9.2,5.7,14.2,9.1,6.5,14.4,0.4483,72317,72600,Sarthe,"Saint-Rémy-du-Val, Sarthe, France"
Sainte-Sabine-sur-Longève,1734,1095,2528,1518,607,2273,10.5,8.6,16.5,10.2,8.7,12.1,0.4304,72319,72380,Sarthe,"Sainte-Sabine-sur-Longève, Sarthe, France"
Saint-Saturnin,2243,1295,3118,2217,1462,3022,12.7,10.8,15.8,12.5,8.5,17.2,0.4302,72320,72650,Sarthe,"Saint-Saturnin, Sarthe, France"
Saint-Symphorien,1708,1240,2224,1252,501,2504,10.9,8.9,15.5,10.1,8.1,11.9,0.3682,72321,72240,Sarthe,"Saint-Symphorien, Sarthe, France"
Saint-Ulphace,2100,1191,4199,1260,504,2521,9.3,5.3,15.6,8.9,5.9,11.3,0.3812,72322,72320,Sarthe,"Saint-Ulphace, Sarthe, France"
Saint-Victeur,1621,1110,2214,1321,536,2298,10.8,7.4,17.1,8.4,7,12,0.3275,72323,72130,Sarthe,"Saint-Victeur, Sarthe, France"
Saint-Vincent-des-Prés,1585,1015,2234,1385,665,2384,10.5,8,16,8.9,6.9,12.9,0.4233,72324,72600,Sarthe,"Saint-Vincent-des-Prés, Sarthe, France"
Saint-Vincent-du-Lorouër,1578,1061,2292,1132,453,2216,8.9,7.1,10.2,8.7,6.1,12.6,0.3944,72325,72150,Sarthe,"Saint-Vincent-du-Lorouër, Sarthe, France"
Saosnes,1598,1004,2273,1272,526,2292,9.3,5.8,14.3,8.9,6.6,11.7,0.3662,72326,72600,Sarthe,"Saosnes, Sarthe, France"
Sarcé,1579,1172,2027,1254,502,2273,11.2,7.9,15.7,11.2,8.8,16.1,0.3914,72327,72360,Sarthe,"Sarcé, Sarthe, France"
Sargé-lès-le-Mans,2471,1394,3692,2182,971,3196,12.2,8.7,18.5,10.8,8.4,13.9,0.5571,72328,72190,Sarthe,"Sargé-lès-le-Mans, Sarthe, France"
Savigné-l'Évêque,2448,1405,3630,1869,923,2801,11.8,7.8,18,12,8.5,15.3,0.5088,72329,72460,Sarthe,"Savigné-l'Évêque, Sarthe, France"
Savigné-sous-le-Lude,1806,1092,3612,1195,478,2389,9.1,6.7,16.4,9.6,7.5,11.7,0.4448,72330,72800,Sarthe,"Savigné-sous-le-Lude, Sarthe, France"
Sceaux-sur-Huisne,1646,1018,2369,1400,560,2531,12.1,8,15.4,9.1,6.6,11.5,0.338,72331,72160,Sarthe,"Sceaux-sur-Huisne, Sarthe, France"
Ségrie,1641,1150,2225,1332,533,2403,9.6,6.4,13.4,8.7,7.4,11.3,0.3335,72332,72170,Sarthe,"Ségrie, Sarthe, France"
Semur-en-Vallon,1543,954,2196,1152,461,2028,,,,9.5,6.9,12.4,0.4042,72333,72390,Sarthe,"Semur-en-Vallon, Sarthe, France"
Sillé-le-Guillaume,1639,972,2517,1041,416,1999,9.4,6.5,14.9,9.4,6.8,13.1,0.4366,72334,72140,Sarthe,"Sillé-le-Guillaume, Sarthe, France"
Sillé-le-Philippe,1469,994,2157,1646,707,2535,11.6,8.7,15.1,10.2,7.9,13.4,0.4919,72335,72460,Sarthe,"Sillé-le-Philippe, Sarthe, France"
Solesmes,1926,1058,3793,1734,934,2996,10.5,7.9,14.6,10.3,7.6,12.4,0.4412,72336,72300,Sarthe,"Solesmes, Sarthe, France"
Sougé-le-Ganelon,1577,1014,2510,1115,446,2229,9.3,6.7,13.6,8.9,6.8,12.6,0.3208,72337,72130,Sarthe,"Sougé-le-Ganelon, Sarthe, France"
Souillé,2238,1301,3104,1892,995,2580,10.5,8.6,16.6,10,6.8,13.4,0.4756,72338,72380,Sarthe,"Souillé, Sarthe, France"
Souligné-Flacé,1597,1215,2059,1574,630,2624,10.4,7.7,16.1,9.4,6.2,13.7,0.4934,72339,72210,Sarthe,"Souligné-Flacé, Sarthe, France"
Souligné-sous-Ballon,1728,1123,2479,1578,634,2524,10,6.9,16.1,9.4,7.9,11.6,0.4744,72340,72290,Sarthe,"Souligné-sous-Ballon, Sarthe, France"
Soulitré,1487,1022,2130,1518,607,2929,11.2,9.6,18.9,10.9,7.8,14.8,0.3708,72341,72370,Sarthe,"Soulitré, Sarthe, France"
Souvigné-sur-Même,1565,1058,2137,1666,688,2209,12.7,9.3,19.6,10.3,7.8,15,0.3084,72342,72400,Sarthe,"Souvigné-sur-Même, Sarthe, France"
Souvigné-sur-Sarthe,1843,1010,2253,1457,583,2584,10.6,8.7,14.4,10.5,7.9,12.7,0.3956,72343,72300,Sarthe,"Souvigné-sur-Sarthe, Sarthe, France"
Spay,1920,1058,3039,1900,1041,2708,12,8.9,18,10.9,8.6,14.1,0.3528,72344,72700,Sarthe,"Spay, Sarthe, France"
Surfonds,1570,1049,2279,1404,562,2178,11,8.1,17.1,9.1,7,11.8,0.4377,72345,72370,Sarthe,"Surfonds, Sarthe, France"
La Suze-sur-Sarthe,1647,1262,2142,1579,689,2471,11.1,7.4,18.1,11.1,8.2,14.9,0.5035,72346,72210,Sarthe,"La Suze-sur-Sarthe, Sarthe, France"
Tassé,1826,1104,2252,1260,504,2207,10.8,7.5,18.7,8.5,6.4,10.4,0.3326,72347,72430,Sarthe,"Tassé, Sarthe, France"
Tassillé,1599,1220,2059,1346,583,2339,9.4,6.6,16.7,8.2,5.6,11.6,0.3905,72348,72540,Sarthe,"Tassillé, Sarthe, France"
Teillé,1683,1067,2432,1347,539,2693,10,8.5,11.4,9.2,6.6,12.2,0.4245,72349,72290,Sarthe,"Teillé, Sarthe, France"
Teloché,1539,980,2240,1813,831,2907,11.5,8.9,14.7,10.8,8,15.5,0.5548,72350,72220,Sarthe,"Teloché, Sarthe, France"
Tennie,1708,1222,2225,1343,639,2686,9.5,6.5,10.9,8.7,7.1,10.7,0.4034,72351,72240,Sarthe,"Tennie, Sarthe, France"
Terrehault,2439,1433,3605,1277,511,2367,10,8.5,11.6,10.5,8.3,13.6,0.3651,72352,72110,Sarthe,"Terrehault, Sarthe, France"
Théligny,1488,1040,2001,1469,588,2938,,,,8.8,6.5,12.8,0.3403,72353,72320,Sarthe,"Théligny, Sarthe, France"
Thoigné,1268,624,2175,1175,470,2182,11.2,7.5,14.5,9.9,8.4,12.5,0.3831,72354,72260,Sarthe,"Thoigné, Sarthe, France"
Thoiré-sous-Contensor,1623,1016,2312,1204,492,2409,11.1,7.8,16.5,8.4,6.6,11.4,0.3491,72355,72610,Sarthe,"Thoiré-sous-Contensor, Sarthe, France"
Thoiré-sur-Dinan,1512,1048,2178,1226,490,2452,10.2,7.4,18.3,9,6.6,12.4,0.4195,72356,72500,Sarthe,"Thoiré-sur-Dinan, Sarthe, France"
Thorée-les-Pins,1742,982,2160,1389,556,2770,10.3,6.5,17.8,9.2,6.1,11.4,0.4496,72357,72800,Sarthe,"Thorée-les-Pins, Sarthe, France"
Thorigné-sur-Dué,1538,1004,2245,1448,579,2367,9.7,6,17.5,9.1,6.7,11.8,0.3993,72358,72160,Sarthe,"Thorigné-sur-Dué, Sarthe, France"
Torcé-en-Vallée,1653,1054,2386,1577,631,2675,10.6,7,15.5,9.1,7.1,11.9,0.4918,72359,72110,Sarthe,"Torcé-en-Vallée, Sarthe, France"
Trangé,2511,1439,3466,2181,1131,2927,11.1,8.6,14.3,11.7,9.3,15.3,0.4456,72360,72650,Sarthe,"Trangé, Sarthe, France"
Tresson,1558,1018,2226,1254,502,2375,9.2,5.7,14.8,9.5,6.8,12.6,0.4305,72361,72440,Sarthe,"Tresson, Sarthe, France"
Le Tronchet,1715,1046,2530,1292,519,2488,11,8.7,15.1,10.1,7.9,12,0.3782,72362,72170,Sarthe,"Le Tronchet, Sarthe, France"
Tuffé Val de la Chéronne,1621,1019,2336,1525,610,2685,9.3,5.8,14.3,9.1,6.8,12,0.4049,72363,72160,Sarthe,"Tuffé Val de la Chéronne, Sarthe, France"
Vaas,1559,1162,2077,1221,488,2442,9.3,5.8,16.7,9.8,7.5,12.4,0.4242,72364,72500,Sarthe,"Vaas, Sarthe, France"
Valennes,2116,963,3861,1149,459,2297,,,,8.7,6.5,12.2,0.4324,72366,72320,Sarthe,"Valennes, Sarthe, France"
Vallon-sur-Gée,1597,1226,2050,1131,452,2262,10,6.9,17.8,8.4,5.7,11.8,0.4546,72367,72540,Sarthe,"Vallon-sur-Gée, Sarthe, France"
Vancé,1870,820,3338,1135,454,2271,10.8,7.2,16.4,11.4,9.7,15.8,0.3941,72368,72310,Sarthe,"Vancé, Sarthe, France"
Verneil-le-Chétif,1558,1148,2074,1294,518,2581,10.8,7.6,19.2,9,6,11.4,0.3895,72369,72360,Sarthe,"Verneil-le-Chétif, Sarthe, France"
Vernie,2508,1440,3460,1142,558,2181,10.1,8.6,11.6,9.7,6.5,12.2,0.3851,72370,72170,Sarthe,"Vernie, Sarthe, France"
Vezot,1578,1004,2226,1183,473,2362,11.7,7.9,19.2,10.1,7.4,13.4,0.3588,72372,72600,Sarthe,"Vezot, Sarthe, France"
Vibraye,2080,1182,4161,1353,541,2346,9.2,5.7,13.4,9.1,6.2,11.7,0.4403,72373,72320,Sarthe,"Vibraye, Sarthe, France"
Villaines-la-Carelle,1200,684,2351,1233,527,2466,9.2,5.7,14.2,9.4,6.7,14.2,0.3859,72374,72600,Sarthe,"Villaines-la-Carelle, Sarthe, France"
Villaines-la-Gonais,1576,968,2286,1524,756,2675,9.7,7.2,15.8,9.1,7,12.8,0.3135,72375,72400,Sarthe,"Villaines-la-Gonais, Sarthe, France"
Villaines-sous-Lucé,1544,1047,2166,1351,540,2629,10.7,8.1,13.5,10.2,7.1,13,0.4143,72376,72150,Sarthe,"Villaines-sous-Lucé, Sarthe, France"
Villaines-sous-Malicorne,1898,1015,2240,1453,581,2646,9.6,6.6,15.2,9.5,6.3,11.8,0.45,72377,72270,Sarthe,"Villaines-sous-Malicorne, Sarthe, France"
Vion,1888,1003,2296,1573,629,2386,10.9,7.5,18.6,9.2,6.6,12.6,0.4292,72378,72300,Sarthe,"Vion, Sarthe, France"
Viré-en-Champagne,1933,1119,2934,1102,441,2204,10.2,8.4,12.2,8.9,6,11.6,0.3808,72379,72350,Sarthe,"Viré-en-Champagne, Sarthe, France"
Vivoin,1235,742,2294,1350,540,2488,8.9,6.7,10.2,8.9,7.4,13.1,0.3788,72380,72170,Sarthe,"Vivoin, Sarthe, France"
Voivres-lès-le-Mans,1579,1199,2027,1799,834,2756,11.3,7.9,14.7,11.2,8.9,15.6,0.4508,72381,72210,Sarthe,"Voivres-lès-le-Mans, Sarthe, France"
Saint-Mars-de-Locquenay,1546,1055,2163,1198,497,2396,11.2,7.8,15.9,9.2,6.6,11.6,0.4753,72298,72440,Sarthe,"Saint-Mars-de-Locquenay, Sarthe, France"
Vouvray-sur-Huisne,2457,1432,3634,1437,645,2617,13.8,10.1,17.6,11.5,8.8,14.6,0.3121,72383,72160,Sarthe,"Vouvray-sur-Huisne, Sarthe, France"
Yvré-le-Pôlin,1605,1187,2071,1515,653,2679,10.2,7.1,18.4,9.4,6.2,11.7,0.4041,72385,72330,Sarthe,"Yvré-le-Pôlin, Sarthe, France"
Yvré-l'Évêque,2461,1425,3652,2067,850,3163,12.2,8.7,18.5,12.4,10,15.4,0.4863,72386,72530,Sarthe,"Yvré-l'Évêque, Sarthe, France"
La Faute-sur-Mer,2770,1372,4012,3267,1352,5153,11.6,7.7,20.8,11.1,8,15.7,0.3998,85307,85460,Vendée,"La Faute-sur-Mer, Vendée, France"
L'Aiguillon-sur-Vie,2462,1546,3321,2614,1046,3781,10.3,7,15.9,11,7.4,13.5,0.3624,85002,85220,Vendée,"L'Aiguillon-sur-Vie, Vendée, France"
Aizenay,2708,1548,3707,2568,1120,3641,12.8,9.4,19.5,11.8,8.2,14.8,0.4284,85003,85190,Vendée,"Aizenay, Vendée, France"
Angles,3022,1527,5116,2812,1177,4078,,,,10.6,8.3,12.2,0.3628,85004,85750,Vendée,"Angles, Vendée, France"
Antigny,1334,812,1700,1309,524,2464,9.4,5.6,15.1,9.6,7.8,13.1,0.3409,85005,85120,Vendée,"Antigny, Vendée, France"
Apremont,2473,1430,3426,2243,897,3587,11.3,9.1,19,11.6,8.2,14.5,0.3766,85006,85220,Vendée,"Apremont, Vendée, France"
Aubigny-Les Clouzeaux,2170,1368,3386,2580,1032,3564,13.8,10,20.9,11.9,8.6,15.1,0.4325,85008,85430,Vendée,"Aubigny-Les Clouzeaux, Vendée, France"
Auzay,1502,905,2258,1741,696,2846,11.7,9,17.5,10.6,7.5,14.3,0.4034,85009,85200,Vendée,"Auzay, Vendée, France"
Avrillé,3241,1401,4741,2436,974,3810,9.3,6.4,12.2,11.3,8.9,14.4,0.3529,85010,85440,Vendée,"Avrillé, Vendée, France"
Barbâtre,3390,1699,4943,4096,1980,6399,13,9.2,19,13.5,10.6,18,0.3413,85011,85630,Vendée,"Barbâtre, Vendée, France"
La Barre-de-Monts,2835,1541,4394,3034,1340,4712,14.1,8.8,25,12.3,8.5,15.6,0.4094,85012,85550,Vendée,"La Barre-de-Monts, Vendée, France"
Bazoges-en-Paillers,2228,1285,2941,1857,814,2979,11,8.6,19.7,10.7,7.1,14.5,0.4322,85013,85130,Vendée,"Bazoges-en-Paillers, Vendée, France"
Bazoges-en-Pareds,1590,1129,2461,1389,556,2778,9.4,5.6,15.1,9.8,6.9,13.3,0.3494,85014,85390,Vendée,"Bazoges-en-Pareds, Vendée, France"
Beaufou,2516,1446,3451,2319,1025,3620,12.6,7.5,17.7,11.9,8.3,14.2,0.3738,85015,85170,Vendée,"Beaufou, Vendée, France"
Beaulieu-sous-la-Roche,2470,1456,3408,2252,901,3428,11.1,8.5,18.5,11.6,8,14.8,0.4004,85016,85190,Vendée,"Beaulieu-sous-la-Roche, Vendée, France"
Beaurepaire,2282,1289,3040,2074,935,3060,11,8.6,19.8,11.7,8.2,15.2,0.4016,85017,85500,Vendée,"Beaurepaire, Vendée, France"
Beauvoir-sur-Mer,2752,1503,4732,2533,1092,3893,9.4,5.9,14.1,11.4,7.4,16.3,0.4558,85018,85230,Vendée,"Beauvoir-sur-Mer, Vendée, France"
Bellevigny,2204,1343,3442,2404,967,3336,12.9,8.9,18,11.6,8,13.9,0.3676,85019,85170,Vendée,"Bellevigny, Vendée, France"
Benet,1998,1542,2547,1737,695,2845,12.3,7.9,17.6,9.3,7,11.5,0.39,85020,85490,Vendée,"Benet, Vendée, France"
Le Bernard,3256,1426,4684,2621,1049,3956,9.3,6.4,12.2,12.2,8.6,17.4,0.3381,85022,85560,Vendée,"Le Bernard, Vendée, France"
Bessay,1547,1105,2367,1679,672,3043,9.3,6,13.1,10.7,7.7,14,0.3404,85023,85320,Vendée,"Bessay, Vendée, France"
Bois-de-Céné,2513,1323,3443,2352,941,3710,11.2,9,18.8,11.8,8.4,15.4,0.4454,85024,85710,Vendée,"Bois-de-Céné, Vendée, France"
La Boissière-de-Montaigu,2204,1303,2924,1901,760,2779,10.9,8,19.4,10.5,6.9,14,0.3828,85025,85600,Vendée,"La Boissière-de-Montaigu, Vendée, France"
La Boissière-des-Landes,2146,1368,3337,2245,898,3548,11.8,8.9,17.8,11.8,8.7,14.9,0.3534,85026,85430,Vendée,"La Boissière-des-Landes, Vendée, France"
Bouillé-Courdault,1514,889,2305,1566,626,3132,11.3,8.3,20.3,9.7,7.4,13.8,0.4066,85028,85420,Vendée,"Bouillé-Courdault, Vendée, France"
Bouin,3727,2448,5556,2228,891,3884,9.4,5.4,14.5,11.2,7.6,14.4,0.4323,85029,85230,Vendée,"Bouin, Vendée, France"
Le Boupère,1288,763,1607,1739,695,2864,11.2,8.7,20.1,10.1,6.2,13.5,0.3809,85031,85510,Vendée,"Le Boupère, Vendée, France"
Bourneau,1559,1099,2358,1598,639,2878,10.8,7.9,13.7,9.5,6.7,13.1,0.3696,85033,85200,Vendée,"Bourneau, Vendée, France"
