ville,prix_appartement,min_appartement,max_appartement,prix_maison,min_maison,max_maison,loyer_appartement,loyer_min_appartement,loyer_max_appartement,loyer_maison,loyer_min_maison,loyer_max_maison,prix_global,min_global,max_global,loyer_global,loyer_min_global,loyer_max_global,ratio_m2_apt,ratio_m2_msn,ratio_m2_glb,Taux_Global_TFB,Code_insee,Code_postal,Departement,geo,INDICE_TENSION_LOG,CROI_POP_16_22,
L'Aiguillon-sur-Vie,2462,1546,3321,2614,1046,3781,10.3,7,15.9,11,7.4,13.5,2538,1296,3551,10.65,7.2,14.7,5.02,5.05,5.04,0.3423,85002,85220,Vendée,"L'Aiguillon-sur-Vie, Vendée, France",0.385,13.7,
Aizenay,2708,1548,3707,2568,1120,3641,12.8,9.4,19.5,11.8,8.2,14.8,2638,1334,3674,12.3,8.8,17.15,5.67,5.51,5.60,0.4284,85003,85190,Vendée,"Aizenay, Vendée, France",0.487,9.71,
Angles,3022,1527,5116,2812,1177,4078,10.6,8.3,12.2,,,,2917,1352,4597,5.3,4.15,6.1,4.21,0.00,2.18,0.3626,85004,85750,Vendée,"Angles, Vendée, France",0.302,6.5,
Antigny,1334,812,1700,1309,524,2464,9.4,5.6,15.1,9.6,7.8,13.1,1321.5,668,2082,9.5,6.7,14.1,8.46,8.80,8.63,0.3374,85005,85120,Vendée,"Antigny, Vendée, France",0.327,-2.17,
Apremont,2473,1430,3426,2243,897,3587,11.3,9.1,19,11.6,8.2,14.5,2358,1163.5,3506.5,11.45,8.65,16.75,5.48,6.21,5.83,0.329,85006,85220,Vendée,"Apremont, Vendée, France",0.376,12.73,
Aubigny-Les Clouzeaux,2170,1368,3386,2580,1032,3564,13.8,10,20.9,11.9,8.6,15.1,2375,1200,3475,12.85,9.3,18,7.63,5.53,6.49,0.4322,85008,85430,Vendée,"Aubigny-Les Clouzeaux, Vendée, France",0.469,10.87,
Auchay-sur-Vendée,1502,905,2258,1741,696,2846,11.7,9,17.5,10.6,7.5,14.3,1621.5,800.5,2552,11.15,8.25,15.9,9.35,7.31,8.25,0.4028,85009,85200,Vendée,"Auchay-sur-Vendée, Vendée, France",0.329,-1.76,
Barbâtre,3390,1699,4943,4096,1980,6399,13,9.2,19,13.5,10.6,18,3743,1839.5,5671,13.25,9.9,18.5,4.60,3.96,4.25,0.3294,85011,85630,Vendée,"Barbâtre, Vendée, France",0.31,2.17,
La Barre-de-Monts,2835,1541,4394,3034,1340,4712,14.1,8.8,25,12.3,8.5,15.6,2934.5,1440.5,4553,13.2,8.65,20.3,5.97,4.86,5.40,0.4094,85012,85550,Vendée,"La Barre-de-Monts, Vendée, France",0.328,7.43,
Bazoges-en-Paillers,2228,1285,2941,1857,814,2979,11,8.6,19.7,10.7,7.1,14.5,2042.5,1049.5,2960,10.85,7.85,17.1,5.92,6.91,6.37,0.4281,85013,85130,Vendée,"Bazoges-en-Paillers, Vendée, France",0.415,11.34,
Bazoges-en-Pareds,1590,1129,2461,1389,556,2778,9.4,5.6,15.1,9.8,6.9,13.3,1489.5,842.5,2619.5,9.6,6.25,14.2,7.09,8.47,7.73,0.3445,85014,85390,Vendée,"Bazoges-en-Pareds, Vendée, France",0.286,0.26,
Beaufou,2516,1446,3451,2319,1025,3620,12.6,7.5,17.7,11.9,8.3,14.2,2417.5,1235.5,3535.5,12.25,7.9,15.95,6.01,6.16,6.08,0.3698,85015,85170,Vendée,"Beaufou, Vendée, France",0.405,9.9,
Beaulieu-sous-la-Roche,2470,1456,3408,2252,901,3428,11.1,8.5,18.5,11.6,8,14.8,2361,1178.5,3418,11.35,8.25,16.65,5.39,6.18,5.77,0.4002,85016,85190,Vendée,"Beaulieu-sous-la-Roche, Vendée, France",0.4,7.59,
Beaurepaire,2282,1289,3040,2074,935,3060,11,8.6,19.8,11.7,8.2,15.2,2178,1112,3050,11.35,8.4,17.5,5.78,6.77,6.25,0.3901,85017,85500,Vendée,"Beaurepaire, Vendée, France",0.405,1.6,
Beauvoir-sur-Mer,2752,1503,4732,2533,1092,3893,9.4,5.9,14.1,11.4,7.4,16.3,2642.5,1297.5,4312.5,10.4,6.65,15.2,4.10,5.40,4.72,0.4558,85018,85230,Vendée,"Beauvoir-sur-Mer, Vendée, France",0.338,0.76,
Bellevigny,2204,1343,3442,2404,967,3336,12.9,8.9,18,11.6,8,13.9,2304,1155,3389,12.25,8.45,15.95,7.02,5.79,6.38,0.3517,85019,85170,Vendée,"Bellevigny, Vendée, France",0.47,5.18,
Benet,1998,1542,2547,1737,695,2845,12.3,7.9,17.6,9.3,7,11.5,1867.5,1118.5,2696,10.8,7.45,14.55,7.39,6.42,6.94,0.3777,85020,85490,Vendée,"Benet, Vendée, France",0.401,0.74,
Le Bernard,3256,1426,4684,2621,1049,3956,9.3,6.4,12.2,12.2,8.6,17.4,2938.5,1237.5,4320,10.75,7.5,14.8,3.43,5.59,4.39,0.325,85022,85560,Vendée,"Le Bernard, Vendée, France",0.323,9.18,
Bessay,1547,1105,2367,1679,672,3043,9.3,6,13.1,10.7,7.7,14,1613,888.5,2705,10,6.85,13.55,7.21,7.65,7.44,0.3165,85023,85320,Vendée,"Bessay, Vendée, France",0.298,6.9,
Bois-de-Céné,2513,1323,3443,2352,941,3710,11.2,9,18.8,11.8,8.4,15.4,2432.5,1132,3576.5,11.5,8.7,17.1,5.35,6.02,5.67,0.4454,85024,85710,Vendée,"Bois-de-Céné, Vendée, France",0.406,11.25,
La Boissière-de-Montaigu,2204,1303,2924,1901,760,2779,10.9,8,19.4,10.5,6.9,14,2052.5,1031.5,2851.5,10.7,7.45,16.7,5.93,6.63,6.26,0.3733,85025,85600,Vendée,"La Boissière-de-Montaigu, Vendée, France",0.403,1.5,
La Boissière-des-Landes,2146,1368,3337,2245,898,3548,11.8,8.9,17.8,11.8,8.7,14.9,2195.5,1133,3442.5,11.8,8.8,16.35,6.60,6.31,6.45,0.3271,85026,85430,Vendée,"La Boissière-des-Landes, Vendée, France",0.365,6.24,
Bouillé-Courdault,1514,889,2305,1566,626,3132,11.3,8.3,20.3,9.7,7.4,13.8,1540,757.5,2718.5,10.5,7.85,17.05,8.96,7.43,8.18,0.404,85028,85420,Vendée,"Bouillé-Courdault, Vendée, France",0.311,1.88,
Bouin,3727,2448,5556,2228,891,3884,9.4,5.4,14.5,11.2,7.6,14.4,2977.5,1669.5,4720,10.3,6.5,14.45,3.03,6.03,4.15,0.4319,85029,85230,Vendée,"Bouin, Vendée, France",0.335,0.65,
Le Boupère,1288,763,1607,1739,695,2864,11.2,8.7,20.1,10.1,6.2,13.5,1513.5,729,2235.5,10.65,7.45,16.8,10.43,6.97,8.44,0.3728,85031,85510,Vendée,"Le Boupère, Vendée, France",0.419,1.41,
Bourneau,1559,1099,2358,1598,639,2878,10.8,7.9,13.7,9.5,6.7,13.1,1578.5,869,2618,10.15,7.3,13.4,8.31,7.13,7.72,0.3601,85033,85200,Vendée,"Bourneau, Vendée, France",0.29,-3.11,
Bournezeau,1585,1142,2475,1849,740,3173,11.1,8.1,19.8,10.4,7,13.2,1717,941,2824,10.75,7.55,16.5,8.40,6.75,7.51,0.3759,85034,85480,Vendée,"Bournezeau, Vendée, France",0.419,4.36,
Bretignolles-sur-mer,3858,1994,6347,3845,1856,6051,12.4,9,19,13.1,9.1,16.5,3851.5,1925,6199,12.75,9.05,17.75,3.86,4.09,3.97,0.3676,85035,85470,Vendée,"Bretignolles-sur-mer, Vendée, France",0.366,15.02,
La Bretonnière-la-Claye,1611,1174,2410,1889,756,3226,9.2,6.5,12.8,10.6,7.6,14,1750,965,2818,9.9,7.05,13.4,6.85,6.73,6.79,0.3745,85036,85320,Vendée,"La Bretonnière-la-Claye, Vendée, France",0.297,0.86,
Les Brouzils,1994,1454,2664,1984,794,3084,11.3,8.8,20.3,10.5,6.4,13.4,1989,1124,2874,10.9,7.6,16.85,6.80,6.35,6.58,0.352,85038,85260,Vendée,"Les Brouzils, Vendée, France",0.422,4.48,
La Bruffière,2181,1580,2902,2143,857,3369,10.1,7.3,17.8,9.9,6.7,13,2162,1218.5,3135.5,10,7,15.4,5.56,5.54,5.55,0.3358,85039,85530,Vendée,"La Bruffière, Vendée, France",0.433,2.4,
La Caillère-st-Hilaire,1292,658,2375,1396,559,2793,9.2,5.9,15.8,8.6,6.2,10.2,1344,608.5,2584,8.9,6.05,13,8.54,7.39,7.95,0.3648,85040,85410,Vendée,"La Caillère-st-Hilaire, Vendée, France",0.287,-1.26,
Chaillé-les-Marais,1508,910,2267,1707,683,3061,9.4,6.6,12.9,9.3,7.3,12.2,1607.5,796.5,2664,9.35,6.95,12.55,7.48,6.54,6.98,0.3359,85042,85450,Vendée,"Chaillé-les-Marais, Vendée, France",0.347,0,
La Chaize-Giraud,2462,1558,3309,2583,1033,3919,11.3,9.1,19,11.6,8,14.8,2522.5,1295.5,3614,11.45,8.55,16.9,5.51,5.39,5.45,0.2977,85045,85220,Vendée,"La Chaize-Giraud, Vendée, France",0.336,3.96,
La Chaize-le-Vicomte,2155,1335,3444,2156,862,3333,11,8.4,18.4,10.1,6.7,12.6,2155.5,1098.5,3388.5,10.55,7.55,15.5,6.13,5.62,5.87,0.3891,85046,85310,Vendée,"La Chaize-le-Vicomte, Vendée, France",0.433,3.38,
Challans,2587,1375,4243,2859,1393,4285,12.1,7.8,21.8,12.6,8.7,15.9,2723,1384,4264,12.35,8.25,18.85,5.61,5.29,5.44,0.312,85047,85300,Vendée,"Challans, Vendée, France",0.481,12.74,
Champagné-les-Marais,1704,901,2657,2050,820,3218,9.3,6.6,13,10.1,7.8,14.3,1877,860.5,2937.5,9.7,7.2,13.65,6.55,5.91,6.20,0.3391,85049,85450,Vendée,"Champagné-les-Marais, Vendée, France",0.342,3.36,
Le Champ-st-Père,1697,999,2544,2003,801,3432,9.3,6,13.1,11.2,8,16,1850,900,2988,10.25,7,14.55,6.58,6.71,6.65,0.3815,85050,85540,Vendée,"Le Champ-st-Père, Vendée, France",0.352,10.98,
Chantonnay,1591,1129,2464,1824,730,2991,10.5,7.2,18.9,10.6,6.8,14.2,1707.5,929.5,2727.5,10.55,7,16.55,7.92,6.97,7.41,0.383,85051,85110,Vendée,"Chantonnay, Vendée, France",0.404,2.74,
La Chapelle-Hermier,2451,1423,3408,2291,916,3323,9.1,6.3,15.4,13,8.2,16.4,2371,1169.5,3365.5,11.05,7.25,15.9,4.46,6.81,5.59,0.3636,85054,85220,Vendée,"La Chapelle-Hermier, Vendée, France",0.366,22.1,
La Chapelle-Palluau,2597,1487,3553,1987,795,2996,11.3,8.8,20.2,11.1,7.2,14.8,2292,1141,3274.5,11.2,8,17.5,5.22,6.70,5.86,0.4007,85055,85670,Vendée,"La Chapelle-Palluau, Vendée, France",0.374,16.39,
La Chapelle-Thémer,1148,566,2209,1464,586,2929,12.4,10,17.7,9.9,6.2,14.3,1306,576,2569,11.15,8.1,16,12.96,8.11,10.25,0.3696,85056,85210,Vendée,"La Chapelle-Thémer, Vendée, France",0.238,3.14,
Chasnais,2410,1795,4261,2229,959,4026,12.8,8.2,18.3,12.6,8.8,16.2,2319.5,1377,4143.5,12.7,8.5,17.25,6.37,6.78,6.57,0.2692,85058,85400,Vendée,"Chasnais, Vendée, France",0.347,9.09,
La Châtaigneraie,1325,694,2393,1348,539,2465,10.6,7.4,18.3,10.2,7.4,13.5,1336.5,616.5,2429,10.4,7.4,15.9,9.60,9.08,9.34,0.3981,85059,85120,Vendée,"La Châtaigneraie, Vendée, France",0.292,2.7,
Château-Guibert,1637,1202,2442,1899,759,3112,9.7,8.2,17.4,8.4,5.4,11.5,1768,980.5,2777,9.05,6.8,14.45,7.11,5.31,6.14,0.3239,85061,85320,Vendée,"Château-Guibert, Vendée, France",0.355,0.85,
Châteauneuf,2578,1389,3491,2568,1189,4067,11.2,9,18.8,12,8.4,15.3,2573,1289,3779,11.6,8.7,17.05,5.21,5.61,5.41,0.338,85062,85710,Vendée,"Châteauneuf, Vendée, France",0.362,11.39,
Chauché,1997,1303,2834,1964,786,3177,11.2,8.5,18.6,11,7,13.2,1980.5,1044.5,3005.5,11.1,7.75,15.9,6.73,6.72,6.73,0.3811,85064,85140,Vendée,"Chauché, Vendée, France",0.396,3.06,
Chavagnes-en-Paillers,1921,1104,2602,1920,768,3199,9.6,5.8,14.9,11.2,7.6,14.3,1920.5,936,2900.5,10.4,6.7,14.6,6.00,7.00,6.50,0.34,85065,85250,Vendée,"Chavagnes-en-Paillers, Vendée, France",0.397,2.96,
Chavagnes-les-Redoux,1284,755,1599,1441,576,2585,9.5,6.5,15.9,9.2,7.1,13.4,1362.5,665.5,2092,9.35,6.8,14.65,8.88,7.66,8.23,0.3614,85066,85390,Vendée,"Chavagnes-les-Redoux, Vendée, France",0.331,1.68,
Cheffois,1288,751,1541,1420,568,2704,10.6,7.3,19,9.7,7,13.8,1354,659.5,2122.5,10.15,7.15,16.4,9.88,8.20,9.00,0.3502,85067,85390,Vendée,"Cheffois, Vendée, France",0.323,2.24,
Coëx,2328,1344,3280,2476,990,3724,9.8,6.6,15.6,12.1,8.7,14.8,2402,1167,3502,10.95,7.65,15.2,5.05,5.86,5.47,0.338,85070,85220,Vendée,"Coëx, Vendée, France",0.385,8.58,
Commequiers,2439,1935,3251,2700,1236,4034,11.3,9.1,18.8,11.6,8.1,14.3,2569.5,1585.5,3642.5,11.45,8.6,16.55,5.56,5.16,5.35,0.3511,85071,85220,Vendée,"Commequiers, Vendée, France",0.391,7.67,
La Copechagnière,2035,1331,2808,2114,845,3207,12.7,9,18.1,10.2,7.2,13,2074.5,1088,3007.5,11.45,8.1,15.55,7.49,5.79,6.62,0.3645,85072,85260,Vendée,"La Copechagnière, Vendée, France",0.382,5.97,
Corpe,1543,1104,2356,2072,863,3474,11.4,8.9,18.5,10.7,7.3,13.6,1807.5,983.5,2915,11.05,8.1,16.05,8.87,6.20,7.34,0.3059,85073,85320,Vendée,"Corpe, Vendée, France",0.342,-2.66,
La Couture,1695,858,2621,1796,718,3548,9.3,6.5,12.1,10.7,7.6,14,1745.5,788,3084.5,10,7.05,13.05,6.58,7.15,6.87,0.3144,85074,85320,Vendée,"La Couture, Vendée, France",0.237,6.02,
Cugand-la-Bernardière,2492,1776,3254,2374,1021,3492,10.8,8.4,19.3,9.5,5.9,12,2433,1398.5,3373,10.15,7.15,15.65,5.20,4.80,5.01,0.3311,85076,85610,Vendée,"Cugand-la-Bernardière, Vendée, France",0.455,7.54,
Curzon,2042,1316,3171,1693,677,3086,11.3,7.1,20.3,11.1,7.3,14,1867.5,996.5,3128.5,11.2,7.2,17.15,6.64,7.87,7.20,0.3758,85077,85540,Vendée,"Curzon, Vendée, France",0.239,-2.19,
Damvix,1517,860,2322,1614,645,3227,11,6.7,19.9,11.6,8.6,13.7,1565.5,752.5,2774.5,11.3,7.65,16.8,8.70,8.62,8.66,0.3866,85078,85420,Vendée,"Damvix, Vendée, France",0.274,-2.27,
Doix lès Fontaines,1513,894,2301,1500,600,2702,9.4,6.6,15.1,10.3,7.6,14.1,1506.5,747,2501.5,9.85,7.1,14.6,7.46,8.24,7.85,0.3539,85080,85200,Vendée,"Doix lès Fontaines, Vendée, France",0.339,2.15,
Dompierre-sur-Yon,2435,1753,3385,2468,987,3285,12.5,8.2,18.8,11.8,8.4,14.8,2451.5,1370,3335,12.15,8.3,16.8,6.16,5.74,5.95,0.5091,85081,85170,Vendée,"Dompierre-sur-Yon, Vendée, France",0.446,6.76,
Les Epesses,2366,1313,3354,1987,795,2868,10.9,7.8,19.2,9.8,6.3,13,2176.5,1054,3111,10.35,7.05,16.1,5.53,5.92,5.71,0.3942,85082,85590,Vendée,"Les Epesses, Vendée, France",0.425,5.37,
L'Épine,4213,2384,6804,4999,2427,8512,13.6,9.3,19.4,14,10.8,18.7,4606,2405.5,7658,13.8,10.05,19.05,3.87,3.36,3.60,0.3681,85083,85740,Vendée,"L'Épine, Vendée, France",0.326,-0.36,
Essarts-en-Bocage,1722,1178,2611,2118,847,3274,11.3,8.8,20.2,11.3,8.8,14.4,1920,1012.5,2942.5,11.3,8.8,17.3,7.87,6.40,7.06,0.3258,85084,85140,Vendée,"Essarts-en-Bocage, Vendée, France",0.395,-22.36,
Falleron,2643,1910,3418,2036,984,3011,11.1,8.1,20,10.8,7.6,15.2,2339.5,1447,3214.5,10.95,7.85,17.6,5.04,6.37,5.62,0.3097,85086,85670,Vendée,"Falleron, Vendée, France",0.361,8.12,
Faymoreau,1308,685,2371,1047,419,2093,9.5,5.9,11.9,,,,1177.5,552,2232,4.75,2.95,5.95,8.72,0.00,4.84,0.404,85087,85240,Vendée,"Faymoreau, Vendée, France",0.126,-1.44,
Le Fenouiller,2815,2100,4017,3405,1615,5016,12.3,9.5,18.2,12.5,6.9,16.8,3110,1857.5,4516.5,12.4,8.2,17.5,5.24,4.41,4.78,0.3071,85088,85800,Vendée,"Le Fenouiller, Vendée, France",0.41,6.64,
La Ferrière,2212,1341,3568,2345,938,3513,11.1,8.5,18.4,11.3,7.2,14.4,2278.5,1139.5,3540.5,11.2,7.85,16.4,6.02,5.78,5.90,0.4799,85089,85280,Vendée,"La Ferrière, Vendée, France",0.437,3.38,
Sèvremont,1288,761,1605,1754,702,2825,10.9,7.8,19.2,9.6,6.3,12.9,1521,731.5,2215,10.25,7.05,16.05,10.16,6.57,8.09,0.3511,85090,85700,Vendée,"Sèvremont, Vendée, France",0.429,-1.63,
Fontenay-le-Comte,1380,809,2287,1643,670,2827,10.6,7.5,19.1,10.9,6.9,14.5,1511.5,739.5,2557,10.75,7.2,16.8,9.22,7.96,8.53,0.4283,85092,85200,Vendée,"Fontenay-le-Comte, Vendée, France",0.35,2.85,
Foussais-Payré,1301,678,2365,1369,548,2738,9.4,6.2,12.3,9.8,7.4,14.6,1335,613,2551.5,9.6,6.8,13.45,8.67,8.59,8.63,0.373,85094,85240,Vendée,"Foussais-Payré, Vendée, France",0.321,5.57,
Froidfond,2467,1954,3123,2250,968,3157,11.2,9.2,18.9,11.3,7.9,15.1,2358.5,1461,3140,11.25,8.55,17,5.45,6.03,5.72,0.4067,85095,85300,Vendée,"Froidfond, Vendée, France",0.415,16.22,
La Garnache,2467,1951,3122,2555,1022,3760,11.2,9,20.1,11.8,7.8,15.4,2511,1486.5,3441,11.5,8.4,17.75,5.45,5.54,5.50,0.3076,85096,85710,Vendée,"La Garnache, Vendée, France",0.436,9.22,
La Gaubretière,2548,1255,3458,2098,839,3141,10.8,7.8,19,10.9,7.1,14.5,2323,1047,3299.5,10.85,7.45,16.75,5.09,6.23,5.60,0.3624,85097,85130,Vendée,"La Gaubretière, Vendée, France",0.425,6.23,
La Génétouze,2204,1332,3456,2517,1122,3335,13.1,9.5,18.3,11.8,8.2,14.3,2360.5,1227,3395.5,12.45,8.85,16.3,7.13,5.63,6.33,0.4302,85098,85190,Vendée,"La Génétouze, Vendée, France",0.4,3.04,
Le Girouard,2164,1422,3271,2558,1247,4180,13.9,10.1,21.1,11.8,8.4,15.4,2361,1334.5,3725.5,12.85,9.25,18.25,7.71,5.54,6.53,0.3658,85099,85150,Vendée,"Le Girouard, Vendée, France",0.36,11.5,
Givrand,4207,2380,6037,3335,1729,4773,12.6,9.3,19.2,13,9.8,16.3,3771,2054.5,5405,12.8,9.55,17.75,3.59,4.68,4.07,0.3322,85100,85800,Vendée,"Givrand, Vendée, France",0.355,4.09,
Le Givre,2078,1330,3245,2436,974,3483,11.4,8.9,18.5,11.2,7.2,14.8,2257,1152,3364,11.3,8.05,16.65,6.58,5.52,6.01,0.3271,85101,85540,Vendée,"Le Givre, Vendée, France",0.248,-1.63,
Grand'Landes,2645,1881,3458,1855,742,2969,9.1,6.4,15.4,11.3,7.7,16.3,2250,1311.5,3213.5,10.2,7.05,15.85,4.13,7.31,5.44,0.3265,85102,85670,Vendée,"Grand'Landes, Vendée, France",0.336,10.18,
Grosbreuil,2192,1446,3300,2448,979,3835,11.4,8.9,18.5,12,8,15,2320,1212.5,3567.5,11.7,8.45,16.75,6.24,5.88,6.05,0.3,85103,85440,Vendée,"Grosbreuil, Vendée, France",0.378,3.02,
Grues,2966,1501,4836,2356,1036,4236,9.5,6.2,13.4,11.1,8.4,15.4,2661,1268.5,4536,10.3,7.3,14.4,3.84,5.65,4.64,0.3241,85104,85580,Vendée,"Grues, Vendée, France",0.284,9.38,
Le Gué-de-Velluire,1514,889,2305,1505,602,2738,9.1,7.7,11,9.8,7.6,13.8,1509.5,745.5,2521.5,9.45,7.65,12.4,7.21,7.81,7.51,0.3876,85105,85770,Vendée,"Le Gué-de-Velluire, Vendée, France",0.22,-5.49,
La Guérinière,4084,2379,6644,4703,1881,7922,13.6,9.6,20.1,14,11,18.6,4393.5,2130,7283,13.8,10.3,19.35,4.00,3.57,3.77,0.3489,85106,85680,Vendée,"La Guérinière, Vendée, France",0.275,-1.77,
L'Herbergement,2186,1546,2958,2294,917,3468,11.3,8.2,20.2,11.2,6.8,14,2240,1231.5,3213,11.25,7.5,17.1,6.20,5.86,6.03,0.3807,85108,85260,Vendée,"L'Herbergement, Vendée, France",0.445,9.28,
Les Herbiers,2515,1352,3566,2392,1019,3523,11.7,8,21.1,11.6,7.4,14.7,2453.5,1185.5,3544.5,11.65,7.7,17.9,5.58,5.82,5.70,0.3617,85109,85500,Vendée,"Les Herbiers, Vendée, France",0.509,3.86,
L'Hermenault,1141,563,2197,1400,560,2674,9.2,6,12.6,10.1,7.4,13.7,1270.5,561.5,2435.5,9.65,6.7,13.15,9.68,8.66,9.11,0.3701,85110,85570,Vendée,"L'Hermenault, Vendée, France",0.283,-0.88,
L'Île-d'Elle,1521,858,2333,1598,639,2998,9.7,6.8,13.4,10.3,8,13.8,1559.5,748.5,2665.5,10,7.4,13.6,7.65,7.73,7.69,0.32,85111,85770,Vendée,"L'Île-d'Elle, Vendée, France",0.302,-1.89,
L'Île-d'Olonne,2452,1665,3192,3207,1411,4753,14.4,10.5,22.1,12.8,8.7,15.7,2829.5,1538,3972.5,13.6,9.6,18.9,7.05,4.79,5.77,0.4408,85112,85340,Vendée,"L'Île-d'Olonne, Vendée, France",0.364,3.93,
Île d'Yeu,3555,1755,5268,6574,2667,13148,12.8,8.5,22.1,11.8,8.2,15.3,5064.5,2211,9208,12.3,8.35,18.7,4.32,2.15,2.91,0.3383,85113,85350,Vendée,"Île d'Yeu, Vendée, France",0.364,2.05,
Jard-sur-Mer,3354,1979,6204,3724,1700,5902,10,7.6,11.9,,,,3539,1839.5,6053,5,3.8,5.95,3.58,0.00,1.70,0.3203,85114,85520,Vendée,"Jard-sur-Mer, Vendée, France",0.316,15.07,
La Jaudonnière,1591,1129,2464,1413,565,2428,10.4,8.2,18.4,8.6,6.4,12.9,1502,847,2446,9.5,7.3,15.65,7.84,7.30,7.59,0.3592,85115,85110,Vendée,"La Jaudonnière, Vendée, France",0.301,5.55,
La Jonchère,3212,1401,4652,2321,1021,3969,9.9,7.7,11.4,,,,2766.5,1211,4310.5,4.95,3.85,5.7,3.70,0.00,2.15,0.3438,85116,85540,Vendée,"La Jonchère, Vendée, France",0.289,9.77,
Lairoux,1705,909,2679,2059,824,3661,9.2,6,13,10.6,6.7,15.4,1882,866.5,3170,9.9,6.35,14.2,6.48,6.18,6.31,0.3257,85117,85400,Vendée,"Lairoux, Vendée, France",0.277,-2.91,
Landeronde,2184,1348,3427,2506,1027,3809,13.8,10.1,21,11.3,8,14.3,2345,1187.5,3618,12.55,9.05,17.65,7.58,5.41,6.42,0.4057,85118,85150,Vendée,"Landeronde, Vendée, France",0.391,0.57,
Les Landes-Genusson,2224,1274,2967,1972,789,2875,10.7,8,18.2,10.8,6.5,13.5,2098,1031.5,2921,10.75,7.25,15.85,5.77,6.57,6.15,0.3652,85119,85130,Vendée,"Les Landes-Genusson, Vendée, France",0.427,9.73,
Landevieille,2463,1559,3309,2790,1116,4149,13.2,7.7,23.8,12.7,9.4,16.2,2626.5,1337.5,3729,12.95,8.55,20,6.43,5.46,5.92,0.2943,85120,85220,Vendée,"Landevieille, Vendée, France",0.356,10.36,
Le Langon,1502,911,2258,1632,653,3100,9.8,6.9,17.7,10.6,8.3,14,1567,782,2679,10.2,7.6,15.85,7.83,7.79,7.81,0.4059,85121,85370,Vendée,"Le Langon, Vendée, France",0.315,0.38,
Liez,1514,888,2306,1557,750,3094,11,7.4,14.7,11,8,14.3,1535.5,819,2700,11,7.7,14.5,8.72,8.48,8.60,0.3554,85123,85420,Vendée,"Liez, Vendée, France",0.272,7.25,
Loge-Fougereuse,1335,812,1702,1515,606,2744,11.3,8.1,19.8,7.8,6.3,10.8,1425,709,2223,9.55,7.2,15.3,10.16,6.18,8.04,0.3619,85125,85120,Vendée,"Loge-Fougereuse, Vendée, France",0.27,0,
Longèves,1501,907,2251,1835,734,2625,13.2,8.7,18.1,10.2,6.7,13.2,1668,820.5,2438,11.7,7.7,15.65,10.55,6.67,8.42,0.3683,85126,85200,Vendée,"Longèves, Vendée, France",0.376,3.19,
Longeville-sur-Mer,3323,1393,4818,3112,1284,4835,9.6,6.6,12.6,11.7,9,16.4,3217.5,1338.5,4826.5,10.65,7.8,14.5,3.47,4.51,3.97,0.295,85127,85560,Vendée,"Longeville-sur-Mer, Vendée, France",0.285,-2.12,
Luçon,1706,849,2629,2140,864,3500,11,7.2,19.8,11.2,7.2,15,1923,856.5,3064.5,11.1,7.2,17.4,7.74,6.28,6.93,0.4679,85128,85400,Vendée,"Luçon, Vendée, France",0.353,-0.18,
Les Lucs-sur-Boulogne,2213,1399,3017,2112,845,3400,11.3,8.4,20,11.3,7,13.9,2162.5,1122,3208.5,11.3,7.7,16.95,6.13,6.42,6.27,0.3227,85129,85170,Vendée,"Les Lucs-sur-Boulogne, Vendée, France",0.436,7.12,
Maché,2460,1439,3379,2189,1077,3239,11.2,9,18.8,11.4,8,14,2324.5,1258,3309,11.3,8.5,16.4,5.46,6.25,5.83,0.3296,85130,85190,Vendée,"Maché, Vendée, France",0.398,18.27,
Les Magnils-Reigniers,1595,1158,2420,1957,783,2930,11.2,8.4,18.6,11.5,7.8,14.8,1776,970.5,2675,11.35,8.1,16.7,8.43,7.05,7.67,0.3396,85131,85400,Vendée,"Les Magnils-Reigniers, Vendée, France",0.313,-9.7,
Maillé,1516,865,2313,1457,583,2731,10.6,7,12.8,10.8,8,14.2,1486.5,724,2522,10.7,7.5,13.5,8.39,8.89,8.64,0.3901,85132,85420,Vendée,"Maillé, Vendée, France",0.283,-1.05,
Maillezais,1228,732,1827,1615,646,3040,11.7,8,18.6,10.9,8.2,13.5,1421.5,689,2433.5,11.3,8.1,16.05,11.43,8.10,9.54,0.386,85133,85420,Vendée,"Maillezais, Vendée, France",0.281,-6.38,
Mallièvre,2399,1270,3320,1934,856,2725,10.8,8.1,19.4,9.9,6.7,12.9,2166.5,1063,3022.5,10.35,7.4,16.15,5.40,6.14,5.73,0.4622,85134,85590,Vendée,"Mallièvre, Vendée, France",0.242,-6.25,
Mareuil-sur-Lay-Dissais,1558,1085,2378,1814,726,3052,9,5.8,12.7,10.3,7.6,14,1686,905.5,2715,9.65,6.7,13.35,6.93,6.81,6.87,0.3559,85135,85320,Vendée,"Mareuil-sur-Lay-Dissais, Vendée, France",0.313,-1.77,
Marillet,1315,690,2378,1189,476,2379,11,7,19.7,9.4,6.2,12.6,1252,583,2378.5,10.2,6.6,16.15,10.04,9.49,9.78,0.3078,85136,85240,Vendée,"Marillet, Vendée, France",0.186,12.73,
Martinet,2452,1469,3364,2380,1043,3512,11.2,8.7,20.1,10.8,7.3,13.1,2416,1256,3438,11,8,16.6,5.48,5.45,5.46,0.3525,85138,85150,Vendée,"Martinet, Vendée, France",0.356,7.15,
